step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.7468426153063774,737.15895,85.0,26349.25,32760.0,123.346,123867.0,3.44075e-05,0.0013763,3.44075e-05,0.0013763,5071.68798828125,25560.0,15152.6484375,515475.12890625,0.6,2212.15625,38954.94921875,102.8,,
2,1.3851073049008846,632.934245,98.0,29493.25,32760.0,197.393,139021.0,3.861694444444444e-05,0.0015446777777777777,7.302444444444445e-05,0.002920977777777778,5071.69580078125,28704.0,15152.89453125,515475.12890625,0.5,2212.32421875,42122.94921875,100.0,,
3,2.0250994581729174,633.319362,100.0,29493.25,32760.0,202.453,120380.0,3.343888888888889e-05,0.0013375555555555554,0.00010646333333333333,0.004258533333333333,5071.69580078125,28704.0,15152.89453125,515475.12890625,0.5,2212.56640625,42122.94921875,98.5,,
4,2.664777275174856,633.409874,80.0,29493.25,32760.0,198.797,137441.0,3.817805555555556e-05,0.0015271222222222223,0.0001446413888888889,0.005785655555555555,5071.69580078125,28704.0,15152.89453125,515475.12890625,0.5,2212.66796875,42122.94921875,99.9,,
5,3.3057034332305193,633.348652,88.0,29493.25,32760.0,201.86,123135.0,3.420416666666667e-05,0.0013681666666666666,0.00017884555555555557,0.007153822222222222,5071.69580078125,28704.0,15152.89453125,515475.12890625,0.5,2212.66796875,42122.94921875,101.7,,
6,3.943405704572797,632.240673,89.0,29493.25,32760.0,203.933,120442.0,3.345611111111111e-05,0.0013382444444444443,0.00021230166666666667,0.008492066666666666,5071.69580078125,28704.0,15152.89453125,515475.12890625,0.5,2212.75,42122.94921875,100.1,,
7,4.58413833938539,633.372834,98.0,29493.25,32760.0,200.568,139435.0,3.873194444444444e-05,0.0015492777777777777,0.0002510336111111111,0.010041344444444444,5071.69580078125,28704.0,15152.6484375,515475.12890625,0.5,2212.7578125,42122.94921875,98.5,,
8,5.222737405449152,632.143741,100.0,29493.25,32760.0,202.861,121018.0,3.3616111111111114e-05,0.0013446444444444447,0.00028464972222222223,0.01138598888888889,5071.69580078125,28704.0,15152.89453125,515475.12890625,0.5,2212.8203125,42122.94921875,101.6,,
9,5.863121556118131,632.564578,80.0,29493.25,32760.0,199.351,137671.0,3.8241944444444446e-05,0.0015296777777777778,0.0003228916666666667,0.012915666666666667,5071.69580078125,28704.0,15152.89453125,515475.12890625,0.5,2212.85546875,42122.94921875,99.9,,
10,6.503088496625423,631.758773,89.0,29493.25,32760.0,202.233,123270.0,3.424166666666667e-05,0.0013696666666666666,0.00035713333333333336,0.014285333333333334,5071.69580078125,28704.0,15152.88671875,515475.12890625,0.6,2212.91015625,42122.94921875,100.2,,
11,7.145620495080948,635.370009,87.0,29493.25,32760.0,203.801,120370.0,3.343611111111111e-05,0.0013374444444444445,0.00039056944444444447,0.015622777777777779,5071.69580078125,28704.0,15152.88671875,515475.12890625,0.5,2212.91015625,42123.94921875,100.0,,
12,7.78226444683969,632.280803,98.0,29493.25,32760.0,201.023,140198.0,3.894388888888889e-05,0.0015577555555555556,0.00042951333333333334,0.017180533333333334,5071.69580078125,28704.0,15152.88671875,515475.12890625,0.6,2213.0,42123.94921875,98.5,,
13,8.422822149470448,633.039017,100.0,29493.25,32760.0,203.108,120802.0,3.355611111111111e-05,0.0013422444444444444,0.00046306944444444444,0.01852277777777778,5071.69580078125,28704.0,15153.75390625,515475.12890625,0.5,2213.06640625,42123.94921875,101.6,,
14,9.061669752001762,632.203812,100.0,29493.25,32760.0,199.491,137777.0,3.827138888888889e-05,0.0015308555555555558,0.0005013408333333333,0.020053633333333334,5071.69580078125,28704.0,15153.75390625,515475.12890625,0.5,2213.06640625,42123.94921875,99.9,,
15,9.702595639973879,632.750502,89.0,29493.25,32760.0,202.26,123374.0,3.4270555555555554e-05,0.0013708222222222222,0.0005356113888888888,0.021424455555555555,5071.69580078125,28704.0,15153.75390625,515475.12890625,0.5,2213.11328125,42123.94921875,100.1,,
16,10.34134110994637,632.201933,89.0,29493.25,32760.0,204.054,120621.0,3.3505833333333334e-05,0.0013402333333333333,0.0005691172222222221,0.022764688888888888,5071.69580078125,28704.0,15153.75390625,515475.12890625,0.5,2213.11328125,42123.94921875,100.0,,
17,10.981413394212723,632.482506,98.0,29493.25,32760.0,201.031,139882.0,3.885611111111111e-05,0.0015542444444444446,0.0006079733333333332,0.024318933333333334,5071.69580078125,28704.0,15153.75390625,515475.12890625,0.5,2213.25390625,42123.94921875,100.0,,
18,11.621439645066857,632.504818,100.0,29493.25,32760.0,203.029,120825.0,3.35625e-05,0.0013425000000000002,0.0006415358333333332,0.025661433333333334,5071.69580078125,28704.0,15153.75390625,515475.12890625,0.5,2213.2578125,42123.94921875,100.0,,
19,12.261057291179895,632.397715,80.0,29493.25,32760.0,199.675,137998.0,3.8332777777777775e-05,0.001533311111111111,0.000679868611111111,0.027194744444444446,5071.69580078125,28704.0,15154.0,515475.12890625,0.5,2213.2578125,42123.94921875,100.0,,
20,12.901392299681902,632.498857,89.0,29493.25,32760.0,202.604,123601.0,3.433361111111111e-05,0.0013733444444444442,0.0007142022222222221,0.02856808888888889,5071.69580078125,28704.0,15148.5859375,515475.12890625,0.5,2213.37890625,42123.94921875,100.1,,
21,13.541504673659801,633.049047,88.0,29493.25,32760.0,204.195,120488.0,3.346888888888889e-05,0.0013387555555555556,0.000747671111111111,0.02990684444444445,5071.69580078125,28704.0,15148.5859375,515475.12890625,0.5,2213.4140625,42123.94921875,100.1,,
22,14.181134739890695,633.127729,98.0,29493.25,32760.0,201.277,140140.0,3.892777777777778e-05,0.0015571111111111111,0.0007865988888888887,0.03146395555555556,5071.69580078125,28704.0,15148.5859375,515475.12890625,0.5,2213.4609375,42123.94921875,100.0,,
23,14.820665623992682,632.727971,100.0,29493.25,32760.0,203.286,120986.0,3.3607222222222224e-05,0.001344288888888889,0.000820206111111111,0.032808244444444454,5071.69580078125,28704.0,15148.5859375,515475.12890625,0.5,2213.4921875,42123.94921875,100.0,,
24,15.459399363026023,631.860095,100.0,29493.25,32760.0,199.024,137016.0,3.806e-05,0.0015224,0.000858266111111111,0.034330644444444454,5071.69580078125,28704.0,15148.5859375,515475.12890625,0.5,2213.5078125,42123.94921875,100.0,,
25,16.099926793947816,632.08619,89.0,29493.25,32760.0,201.907,123574.0,3.432611111111111e-05,0.0013730444444444445,0.0008925922222222221,0.0357036888888889,5071.69580078125,28704.0,15148.828125,515475.12890625,0.5,2213.54296875,42123.94921875,100.1,,
26,16.74047809652984,633.21691,88.0,29493.25,32760.0,204.204,120577.0,3.349361111111111e-05,0.0013397444444444443,0.0009260858333333332,0.03704343333333334,5071.69580078125,28704.0,15148.6796875,515475.12890625,0.6,2213.64453125,42123.94921875,98.5,,
