step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.38966492377221584,380.313224,75.0,8637.25,32760.0,61.28,53162.0,1.4767222222222223e-05,0.000590688888888889,1.4767222222222223e-05,0.000590688888888889,5070.90673828125,7848.0,15196.87890625,515475.12890625,0.6,2287.68359375,21906.4921875,102.7,,
4,1.132823821157217,245.768028,84.0,11391.25,32760.0,158.925,122067.0,3.39075e-05,0.0013563,4.867472222222222e-05,0.001946988888888889,5071.78173828125,10602.0,15197.125,515475.12890625,0.5,2289.5078125,24722.4921875,100.9,,
7,1.8761002775281668,246.028253,83.0,11391.25,32760.0,171.713,138990.0,3.8608333333333334e-05,0.0015443333333333333,8.728305555555556e-05,0.0034913222222222222,5071.78173828125,10602.0,15197.125,515475.12890625,0.5,2289.55859375,24722.4921875,99.6,,
10,2.61826840788126,245.595196,88.0,11391.25,32760.0,173.43,126111.0,3.503083333333333e-05,0.0014012333333333332,0.00012231388888888888,0.004892555555555555,5071.78173828125,10602.0,15197.125,515475.12890625,0.5,2289.60546875,24722.4921875,100.5,,
13,3.365178747102618,246.928408,79.0,11391.25,32760.0,176.073,125651.0,3.490305555555555e-05,0.001396122222222222,0.00015721694444444442,0.006288677777777777,5071.78173828125,10602.0,15197.125,515475.12890625,0.5,2289.65234375,24722.4921875,99.6,,
16,4.110259305685759,245.758939,90.0,11391.25,32760.0,173.428,138845.0,3.856805555555556e-05,0.0015427222222222222,0.00019578499999999997,0.007831399999999999,5071.78173828125,10602.0,15197.37109375,515475.12890625,0.5,2289.6875,24722.4921875,100.6,,
19,4.8529813550412655,245.30846,79.0,11391.25,32760.0,176.459,121611.0,3.3780833333333334e-05,0.0013512333333333335,0.00022956583333333332,0.009182633333333332,5071.78173828125,10602.0,15197.37109375,515475.12890625,0.6,2289.74609375,24723.4921875,99.6,,
22,5.596817832440138,245.724578,85.0,11391.25,32760.0,172.826,135235.0,3.756527777777778e-05,0.0015026111111111112,0.0002671311111111111,0.010685244444444443,5071.78173828125,10602.0,15197.3671875,515475.12890625,0.5,2289.78125,24723.4921875,100.3,,
25,6.342886418104172,246.327888,81.0,11391.25,32760.0,175.018,120283.0,3.341194444444445e-05,0.001336477777777778,0.0003005430555555555,0.012021722222222222,5071.78173828125,10602.0,15197.3671875,515475.12890625,0.5,2289.83203125,24723.4921875,99.7,,
28,7.084732482209802,245.81615,85.0,11391.25,32760.0,171.752,138127.0,3.836861111111111e-05,0.0015347444444444446,0.0003389116666666666,0.013556466666666666,5071.78173828125,10602.0,15190.4765625,515475.12890625,0.5,2289.8828125,24723.4921875,99.8,,
31,7.827559120953083,246.592372,86.0,11391.25,32760.0,173.97,123179.0,3.421638888888889e-05,0.0013686555555555556,0.0003731280555555555,0.014925122222222222,5071.78173828125,10602.0,15190.51953125,515475.12890625,0.5,2289.9140625,24723.4921875,99.6,,
34,8.568861646577716,245.26236,79.0,11391.25,32760.0,176.445,125877.0,3.496583333333334e-05,0.0013986333333333334,0.00040809388888888887,0.016323755555555555,5071.78173828125,10602.0,15190.765625,515475.12890625,0.5,2289.9609375,24723.4921875,101.1,,
37,9.31094685383141,245.765458,89.0,11391.25,32760.0,174.339,139114.0,3.864277777777778e-05,0.0015457111111111112,0.00044673666666666663,0.017869466666666667,5071.78173828125,10602.0,15190.765625,515475.12890625,0.5,2289.9921875,24723.4921875,99.7,,
40,10.051812620833516,245.24781,79.0,11391.25,32760.0,176.566,122231.0,3.3953055555555556e-05,0.0013581222222222222,0.0004806897222222222,0.01922758888888889,5071.78173828125,10602.0,15190.765625,515475.12890625,0.5,2290.02734375,24723.4921875,101.2,,
43,10.794260693714023,245.600465,85.0,11391.25,32760.0,173.205,135881.0,3.774472222222222e-05,0.001509788888888889,0.0005184344444444445,0.020737377777777777,5071.78173828125,10602.0,15190.765625,515475.12890625,0.5,2290.08984375,24723.4921875,99.0,,
45,11.294596511870623,246.165215,88.0,11391.25,32760.0,172.838,85725.0,2.38125e-05,0.0009525,0.0005422469444444444,0.021689877777777776,5071.78173828125,10602.0,15190.765625,515475.12890625,0.5,2290.140625,24723.4921875,100.1,,
48,12.03980203345418,245.958812,82.0,11391.25,32760.0,175.433,120630.0,3.350833333333333e-05,0.0013403333333333334,0.0005757552777777777,0.023030211111111108,5071.78173828125,10602.0,15191.01171875,515475.12890625,0.5,2290.171875,24723.4921875,99.9,,
51,12.782587291672826,246.287607,82.0,11391.25,32760.0,172.504,139312.0,3.8697777777777776e-05,0.001547911111111111,0.0006144530555555555,0.02457812222222222,5071.78173828125,10602.0,15191.01171875,515475.12890625,0.5,2290.20703125,24723.4921875,99.6,,
54,13.522760886698961,245.376082,86.0,11391.25,32760.0,174.997,123598.0,3.433277777777778e-05,0.001373311111111111,0.0006487858333333334,0.025951433333333333,5071.78173828125,10602.0,15191.00390625,515475.12890625,0.5,2290.26171875,24723.4921875,101.3,,
57,14.263626983389258,245.91775,80.0,11391.25,32760.0,176.326,126056.0,3.5015555555555555e-05,0.0014006222222222222,0.0006838013888888889,0.027352055555555553,5071.78173828125,10602.0,15191.00390625,515475.12890625,0.5,2290.3046875,24723.4921875,99.9,,
60,15.00482950732112,244.984075,88.0,11391.25,32760.0,174.272,138785.0,3.855138888888889e-05,0.0015420555555555556,0.0007223527777777778,0.02889411111111111,5071.78173828125,10602.0,15191.00390625,515475.12890625,0.5,2290.36328125,24723.4921875,99.8,,
63,15.746500017121434,246.414789,80.0,11391.25,32760.0,176.331,120134.0,3.337055555555555e-05,0.0013348222222222222,0.0007557233333333334,0.030228933333333333,5071.78173828125,10602.0,15191.00390625,515475.12890625,0.5,2290.3984375,24723.4921875,99.8,,
66,16.4864988271147,244.954155,86.0,11391.25,32760.0,172.468,136761.0,3.7989166666666665e-05,0.0015195666666666667,0.0007937125000000001,0.0317485,5071.78173828125,10602.0,15192.91015625,515475.12890625,0.6,2290.3984375,24723.4921875,101.3,,
69,17.22680894471705,245.677936,85.0,11391.25,32760.0,175.646,122646.0,3.4068333333333334e-05,0.0013627333333333332,0.0008277808333333334,0.03311123333333333,5071.78173828125,10602.0,15192.91015625,515475.12890625,0.5,2290.48046875,24723.4921875,99.9,,
72,17.967327086254954,245.503004,79.0,11391.25,32760.0,177.315,125809.0,3.4946944444444445e-05,0.0013978777777777778,0.0008627277777777778,0.03450911111111111,5071.78173828125,10602.0,15192.91015625,515475.12890625,0.5,2290.515625,24723.4921875,98.6,,
75,18.70795302838087,245.129857,89.0,11391.25,32760.0,174.752,139221.0,3.86725e-05,0.0015469,0.0009014002777777778,0.036056011111111105,5071.78173828125,10602.0,15192.91015625,515475.12890625,0.5,2290.515625,24723.4921875,101.3,,
78,19.449125420302153,244.888834,79.0,11391.25,32760.0,176.777,122153.0,3.393138888888889e-05,0.0013572555555555555,0.0009353316666666667,0.03741326666666666,5071.78173828125,10602.0,15192.91015625,515475.12890625,0.5,2290.58984375,24723.4921875,99.8,,
81,20.18968470953405,245.977172,84.0,11391.25,32760.0,173.536,136737.0,3.79825e-05,0.0015193,0.0009733141666666667,0.03893256666666666,5071.78173828125,10602.0,15192.91015625,515475.12890625,0.5,2290.66015625,24723.4921875,99.9,,
84,20.928814578801394,244.949515,83.0,11391.25,32760.0,176.149,121637.0,3.3788055555555554e-05,0.0013515222222222221,0.0010071022222222221,0.04028408888888888,5071.78173828125,10602.0,15193.15625,515475.12890625,0.5,2290.66015625,24723.4921875,100.1,,
87,21.669452119618654,245.663687,82.0,11391.25,32760.0,172.107,139926.0,3.8868333333333335e-05,0.0015547333333333334,0.0010459705555555556,0.04183882222222222,5071.78173828125,10602.0,15193.140625,515475.12890625,0.5,2290.734375,24724.4921875,99.9,,
90,22.409159107133746,244.67303,88.0,11391.25,32760.0,173.606,125561.0,3.487805555555556e-05,0.0013951222222222223,0.001080848611111111,0.04323394444444444,5071.78173828125,10602.0,15193.140625,515475.12890625,0.5,2290.7890625,24724.4921875,98.7,,
93,23.149541284888983,245.475503,79.0,11391.25,32760.0,175.464,122261.0,3.396138888888889e-05,0.0013584555555555555,0.00111481,0.0445924,5071.78173828125,10602.0,15193.140625,515475.12890625,0.5,2290.84375,24724.4921875,101.3,,
96,23.888147551566362,245.022066,87.0,11391.25,32760.0,174.486,137556.0,3.821e-05,0.0015284,0.0011530199999999998,0.046120799999999997,5071.78173828125,10602.0,15193.140625,515475.12890625,0.5,2290.87890625,24724.4921875,100.2,,
