step,elapsed_sec,step_ms,forward_ms,backward_ms,optimizer_step_ms,checkpoint_ms,loss
1,0.4943038132041693,482.645552,173.756615,206.347443,102.386153,-1e-06,12.09273624420166
2,0.8643197678029537,365.527438,81.426664,187.318897,96.035874,-1e-06,12.09114933013916
3,1.2304751370102167,365.438807,81.683968,186.743238,96.291259,-1e-06,12.046095848083496
4,1.6036564260721207,365.462777,81.415954,186.813978,96.465151,-1e-06,12.072274208068848
5,1.96945826895535,365.139101,81.558767,187.029692,95.79917,-1e-06,12.065434455871582
6,2.3375693410634995,365.417767,81.450314,187.026962,96.190407,-1e-06,12.083117485046387
7,2.7033657040446997,365.095471,81.391414,187.073483,95.906911,-1e-06,12.126141548156738
8,3.0710763595998287,364.866097,81.717629,186.87782,95.515595,-1e-06,12.09212875366211
9,3.4370664060115814,365.317985,81.476885,187.123234,95.970183,-1e-06,12.144872665405273
10,3.80549543350935,365.592469,81.421113,187.193425,96.197076,-1e-06,12.160618782043457
11,4.171987617388368,365.789182,81.910662,187.103323,96.025084,-1e-06,12.160233497619629
12,4.544046206399798,365.498928,81.546657,186.781498,96.35166,-1e-06,12.222635269165039
13,4.91007443331182,365.203723,81.643327,186.842369,95.974143,-1e-06,12.204459190368652
14,5.282921647652984,365.313875,81.499965,186.97269,96.011284,-1e-06,12.260112762451172
15,5.649020865559578,365.327215,81.684839,186.772747,96.108056,-1e-06,12.264141082763672
16,6.024281410500407,367.529752,81.383554,186.772257,98.409465,-1e-06,12.283699989318848
17,6.390248095616698,365.144381,81.816671,186.774397,95.691609,-1e-06,12.403095245361328
18,6.761975580826402,365.117461,81.499874,186.625676,96.234758,-1e-06,12.480440139770508
19,7.1287047285586596,366.019946,81.612067,187.337907,96.298929,-1e-06,12.478352546691895
20,7.500632526353002,364.218176,81.250001,186.663256,95.541106,-1e-06,12.5496244430542
21,7.866251494735479,364.922617,81.524815,186.461343,96.131215,-1e-06,12.561715126037598
22,8.234365176409483,365.295063,81.548516,186.807478,96.182537,-1e-06,12.646097183227539
23,8.59923336468637,364.172165,81.231221,186.607235,95.589377,-1e-06,12.664872169494629
24,8.966730765998363,364.629593,81.806221,186.37187,95.676988,-1e-06,12.691877365112305
25,9.332646841183305,365.217583,81.77201,186.728277,95.978673,-1e-06,12.762992858886719
26,9.701329173520207,364.843296,81.326242,186.509883,96.259998,-1e-06,12.86370849609375
27,10.066861471161246,364.839456,81.721619,186.37987,95.984613,-1e-06,12.872812271118164
28,10.43391733430326,364.322687,81.411254,186.551164,95.632567,-1e-06,12.933734893798828
29,10.799206269904971,364.538511,81.340703,186.603045,95.837742,-1e-06,12.955572128295898
30,11.166842494159937,364.804965,81.564196,186.422391,96.059805,-1e-06,12.948954582214355
31,11.533328957855701,365.787083,81.717029,186.663616,96.618734,-1e-06,12.92177677154541
32,11.900771839544177,364.383839,81.533665,186.379321,95.697549,-1e-06,12.933143615722656
33,12.266272068023682,364.808995,81.690369,186.449742,95.933963,-1e-06,12.921407699584961
34,12.633822929114103,364.854307,81.371904,186.786848,95.946773,-1e-06,12.939605712890625
35,12.999118633568287,364.434269,81.551046,186.557425,95.581927,-1e-06,12.946368217468262
36,13.366609444841743,364.593542,81.685428,186.34971,95.79163,-1e-06,12.988487243652344
37,13.732745883986354,365.382005,81.708069,186.885639,96.047074,-1e-06,12.94227123260498
38,14.100226325914264,364.544871,81.518445,186.421152,95.853741,-1e-06,12.945573806762695
39,14.465782864019275,364.857597,81.648867,186.252599,96.209488,-1e-06,12.928478240966797
40,14.833360666409135,364.834776,81.381254,186.550643,95.966773,-1e-06,12.920363426208496
41,15.198968045413494,364.790595,81.432644,186.452993,96.134085,-1e-06,12.897642135620117
42,15.566808523610234,365.00186,81.611437,186.445183,96.187987,-1e-06,12.929865837097168
43,15.932694628834724,365.198602,81.435733,186.927611,96.048584,-1e-06,12.896936416625977
44,16.299845403060317,364.234355,81.462655,186.273209,95.715998,-1e-06,12.844691276550293
45,16.665338911116123,364.804456,81.527106,186.186187,96.353839,-1e-06,12.918623924255371
46,17.037977600470185,364.746575,81.274061,186.406862,96.279908,-1e-06,12.901593208312988
47,17.403494339436293,364.715725,81.666249,186.022524,96.288619,-1e-06,12.893881797790527
48,17.770633324980736,364.301407,81.554997,186.242449,95.738449,-1e-06,12.900768280029297
49,18.135726634413004,364.392239,81.262731,186.444332,95.936562,-1e-06,12.897859573364258
50,18.503516571596265,364.676884,81.562186,186.32925,95.992254,-1e-06,12.895998001098633
51,18.86961540952325,365.356115,81.775871,186.406982,96.41066,-1e-06,12.849905967712402
52,19.237304124981165,364.043212,81.363193,186.167107,95.763719,-1e-06,12.92177963256836
53,19.602931804955006,364.948529,81.683719,186.241919,96.192377,-1e-06,12.905863761901855
54,19.969963828101754,364.180885,81.513096,186.240118,95.674008,-1e-06,12.87354850769043
55,20.33514125086367,364.47532,81.361853,186.568564,95.782929,-1e-06,12.833536148071289
56,20.702602552250028,364.605003,81.710049,186.156147,95.980014,-1e-06,12.886775970458984
57,21.06835850328207,365.067719,81.80994,186.521404,95.990334,-1e-06,12.902427673339844
58,21.436807120218873,364.233275,81.431604,186.005234,96.053865,-1e-06,12.86995792388916
59,21.802178537473083,364.657993,81.609617,186.104807,96.164356,-1e-06,12.872262001037598
60,22.169386334717274,364.104414,81.603877,185.991434,95.75379,-1e-06,12.882038116455078
61,22.534572556614876,364.50025,81.388283,186.222058,96.113515,-1e-06,12.865971565246582
62,22.90190799534321,364.50573,81.704469,185.960373,96.091475,-1e-06,12.853899002075195
63,23.26734352298081,364.748196,81.826051,186.378491,95.75815,-1e-06,12.915769577026367
64,23.636247036978602,364.196845,81.542566,186.108816,95.80079,-1e-06,12.931978225708008
65,24.00116785429418,364.229816,81.557936,185.975024,95.950593,-1e-06,12.872471809387207
66,24.3685882948339,364.551641,81.485955,186.152837,96.137176,-1e-06,12.872394561767578
67,24.733630625531077,364.279927,81.437155,186.161817,95.937973,-1e-06,12.902984619140625
68,25.100584087893367,364.025913,81.629967,185.74192,95.897092,-1e-06,12.988604545593262
69,25.466164657846093,364.877577,81.832261,186.34893,95.951123,-1e-06,12.91763687133789
70,25.836466206237674,365.370186,81.477795,186.116587,96.818428,-1e-06,12.923173904418945
71,26.20242828130722,365.0787,81.860801,186.074206,96.271428,-1e-06,12.90608024597168
72,26.574253357946873,363.912771,81.391664,185.935753,95.828071,-1e-06,12.940415382385254
73,26.939306596294045,364.341287,81.499795,185.999645,96.096275,-1e-06,12.901573181152344
74,27.30659474618733,364.396649,81.719859,186.045155,95.870221,-1e-06,12.907888412475586
75,27.67230761796236,365.016239,81.317172,186.556644,96.36179,-1e-06,12.948643684387207
76,28.03852988779545,363.32805,81.567716,185.571397,95.415163,-1e-06,12.96819019317627
77,28.403684759512544,364.483601,81.802901,186.054675,95.861202,-1e-06,12.926761627197266
78,28.774217803031206,363.902961,81.405274,186.001475,95.73234,-1e-06,12.908614158630371
79,29.13938634470105,364.468279,81.534496,186.181568,95.982903,-1e-06,12.939979553222656
80,29.506587771698833,364.281437,81.745759,185.850452,95.929732,-1e-06,12.980652809143066
81,29.871391396969557,364.111104,81.280281,186.001364,96.069066,-1e-06,12.961874961853027
82,30.238319600000978,364.125294,81.602857,185.666819,96.103395,-1e-06,12.895415306091309
83,30.603713035583496,364.703914,81.656489,186.220588,96.067745,-1e-06,13.002564430236816
84,30.97366249933839,363.983352,81.523445,185.963364,95.73473,-1e-06,12.964314460754395
85,31.33842591382563,364.069282,81.658567,185.776691,95.908182,-1e-06,12.996379852294922
86,31.70546255633235,364.154524,81.747849,185.903993,95.739779,-1e-06,12.982297897338867
87,32.07047349587083,364.319077,81.222131,186.058695,96.290039,-1e-06,12.974752426147461
88,32.43697999045253,363.682626,81.468595,185.78084,95.680068,-1e-06,12.956536293029785
89,32.802408788353205,364.746425,81.858741,185.984464,96.168097,-1e-06,12.983895301818848
90,33.17254892550409,363.832469,81.436914,185.941253,95.697619,-1e-06,12.986037254333496
91,33.53764977492392,364.407229,81.608398,185.80636,96.233437,-1e-06,13.026887893676758
92,33.90435032360256,363.910051,81.7297,185.918463,95.491625,-1e-06,13.078568458557129
93,34.268767504021525,363.737868,81.313602,185.910963,95.77554,-1e-06,13.003327369689941
94,34.63537571951747,363.695957,81.420544,185.774251,95.729119,-1e-06,13.087799072265625
95,35.00012510456145,364.085144,81.73939,185.78903,95.81017,-1e-06,13.046741485595703
96,35.3720345813781,364.124054,81.374233,186.148237,95.801821,-1e-06,13.063332557678223
97,35.73690966889262,364.126824,81.76489,185.832361,95.78455,-1e-06,13.066795349121094
98,36.10449628159404,364.571022,81.700469,185.922723,96.194877,-1e-06,13.146082878112793
99,36.4691479858011,363.947852,81.231171,186.142277,95.820271,-1e-06,13.11536979675293
100,36.83642112277448,364.312077,81.537916,186.27459,95.743849,-1e-06,13.117709159851074
101,37.20248146913946,365.201052,81.921963,186.165428,96.362339,-1e-06,13.183773040771484
102,37.571245992556214,363.665255,81.398023,185.822901,95.681137,-1e-06,13.15388298034668
