step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.4761994984000921,465.226919,84.0,14535.25,32760.0,77.759,70680.0,1.9633333333333334e-05,0.0007853333333333334,1.9633333333333334e-05,0.0007853333333333334,,,,,,,,,,
3,1.2073833979666233,363.867401,93.0,17681.25,32760.0,185.96,134919.0,3.74775e-05,0.0014991000000000002,5.7110833333333336e-05,0.002284433333333334,,,,,,,,,,
5,1.9392358176410198,364.389649,98.0,17681.25,32760.0,193.69,149196.0,4.144333333333333e-05,0.0016577333333333332,9.855416666666667e-05,0.003942166666666667,,,,,,,,,,
7,2.673188576474786,363.679617,88.0,17681.25,32760.0,191.943,135315.0,3.75875e-05,0.0015035,0.00013614166666666666,0.005445666666666666,,,,,,,,,,
9,3.40437107719481,364.43694,93.0,17681.25,32760.0,192.019,133659.0,3.71275e-05,0.0014851,0.00017326916666666667,0.006930766666666666,,,,,,,,,,
11,4.135025387629867,363.426322,97.0,17681.25,32760.0,192.39,150087.0,4.169083333333333e-05,0.0016676333333333331,0.00021496,0.008598399999999999,,,,,,,,,,
13,4.866112096235156,364.278958,88.0,17681.25,32760.0,192.61,133500.0,3.708333333333333e-05,0.0014833333333333332,0.00025204333333333335,0.010081733333333332,,,,,,,,,,
15,5.597111321985722,364.052373,95.0,17681.25,32760.0,192.452,134741.0,3.742805555555555e-05,0.001497122222222222,0.0002894713888888889,0.011578855555555554,,,,,,,,,,
17,6.334491528570652,363.870831,97.0,17681.25,32760.0,192.167,149741.0,4.159472222222222e-05,0.001663788888888889,0.0003310661111111111,0.013242644444444443,,,,,,,,,,
19,7.0653391145169735,363.988452,88.0,17681.25,32760.0,192.605,133843.0,3.717861111111111e-05,0.0014871444444444445,0.00036824472222222223,0.014729788888888887,,,,,,,,,,
21,7.796315390616655,364.036774,95.0,17681.25,32760.0,192.753,135098.0,3.752722222222222e-05,0.0015010888888888887,0.00040577194444444445,0.016230877777777774,,,,,,,,,,
23,8.530811447650194,363.770729,96.0,17681.25,32760.0,192.568,150730.0,4.1869444444444445e-05,0.0016747777777777779,0.0004476413888888889,0.017905655555555552,,,,,,,,,,
25,9.26127102598548,363.476484,88.0,17681.25,32760.0,192.732,133246.0,3.7012777777777775e-05,0.001480511111111111,0.0004846541666666667,0.019386166666666663,,,,,,,,,,
27,9.992258541285992,363.492944,95.0,17681.25,32760.0,192.89,136341.0,3.78725e-05,0.0015149,0.0005225266666666667,0.020901066666666662,,,,,,,,,,
29,10.722435504198074,363.580366,94.0,17681.25,32760.0,192.368,148427.0,4.122972222222222e-05,0.001649188888888889,0.0005637563888888889,0.02255025555555555,,,,,,,,,,
31,11.453420631587505,364.423129,88.0,17681.25,32760.0,193.179,134142.0,3.726166666666667e-05,0.0014904666666666667,0.0006010180555555555,0.024040722222222217,,,,,,,,,,
33,12.183018304407597,363.394353,98.0,17681.25,32760.0,193.169,136559.0,3.7933055555555555e-05,0.0015173222222222222,0.0006389511111111111,0.025558044444444438,,,,,,,,,,
35,12.91270038858056,363.446313,92.0,17681.25,32760.0,193.048,148842.0,4.1345e-05,0.0016538,0.0006802961111111111,0.02721184444444444,,,,,,,,,,
37,13.642074817791581,363.741319,87.0,17681.25,32760.0,193.476,136302.0,3.7861666666666664e-05,0.0015144666666666667,0.0007181577777777778,0.028726311111111104,,,,,,,,,,
39,14.372014965862036,363.704018,100.0,17681.25,32760.0,193.247,135185.0,3.755138888888889e-05,0.0015020555555555557,0.0007557091666666667,0.03022836666666666,,,,,,,,,,
41,15.102127067744732,363.641716,89.0,17681.25,32760.0,192.693,133602.0,3.7111666666666666e-05,0.0014844666666666666,0.0007928208333333334,0.03171283333333333,,,,,,,,,,
43,15.831620389595628,363.141079,85.0,17681.25,32760.0,192.825,150440.0,4.178888888888889e-05,0.0016715555555555555,0.0008346097222222223,0.03338438888888889,,,,,,,,,,
45,16.56215713918209,364.062264,100.0,17681.25,32760.0,193.034,133797.0,3.7165833333333336e-05,0.0014866333333333334,0.0008717755555555556,0.03487102222222222,,,,,,,,,,
47,17.291452975943685,362.993325,88.0,17681.25,32760.0,193.295,135604.0,3.766777777777778e-05,0.0015067111111111112,0.0009094433333333334,0.036377733333333336,,,,,,,,,,
49,18.02100689895451,363.464773,82.0,17681.25,32760.0,192.893,149229.0,4.14525e-05,0.0016581,0.0009508958333333334,0.03803583333333334,,,,,,,,,,
51,18.75011382251978,362.755201,100.0,17681.25,32760.0,193.468,134170.0,3.726944444444444e-05,0.0014907777777777777,0.0009881652777777778,0.039526611111111117,,,,,,,,,,
53,19.480981405824423,364.127604,88.0,17681.25,32760.0,193.045,136320.0,3.786666666666667e-05,0.0015146666666666668,0.0010260319444444445,0.04104127777777778,,,,,,,,,,
55,20.21029369533062,363.432373,91.0,17681.25,32760.0,192.881,148559.0,4.1266388888888886e-05,0.0016506555555555556,0.0010672983333333333,0.042691933333333335,,,,,,,,,,
57,20.939531272277236,363.386782,100.0,17681.25,32760.0,193.233,136324.0,3.786777777777778e-05,0.0015147111111111112,0.001105166111111111,0.04420664444444444,,,,,,,,,,
59,21.669728314504027,363.462913,88.0,17681.25,32760.0,193.205,135269.0,3.757472222222222e-05,0.001502988888888889,0.0011427408333333333,0.04570963333333333,,,,,,,,,,
61,22.399622552096844,364.289768,93.0,17681.25,32760.0,192.531,133637.0,3.712138888888889e-05,0.0014848555555555558,0.0011798622222222222,0.047194488888888886,,,,,,,,,,
63,23.128596955910325,362.547818,97.0,17681.25,32760.0,192.782,150556.0,4.1821111111111114e-05,0.0016728444444444445,0.0012216833333333333,0.04886733333333333,,,,,,,,,,
65,23.85794503428042,363.403302,88.0,17681.25,32760.0,193.111,133479.0,3.70775e-05,0.0014831,0.0012587608333333332,0.05035043333333333,,,,,,,,,,
67,24.58769989013672,364.075475,96.0,17681.25,32760.0,193.408,136433.0,3.789805555555555e-05,0.0015159222222222222,0.0012966588888888887,0.051866355555555556,,,,,,,,,,
69,25.316382305696607,362.707041,94.0,17681.25,32760.0,192.56,148536.0,4.126e-05,0.0016504,0.0013379188888888887,0.05351675555555556,,,,,,,,,,
71,26.045164136216044,363.091367,88.0,17681.25,32760.0,193.333,134628.0,3.739666666666667e-05,0.0014958666666666667,0.0013753155555555553,0.055012622222222224,,,,,,,,,,
73,26.77436041086912,363.440694,99.0,17681.25,32760.0,192.984,136045.0,3.779027777777778e-05,0.0015116111111111111,0.0014131058333333331,0.05652423333333333,,,,,,,,,,
75,27.503459185361862,362.725831,91.0,17681.25,32760.0,192.698,133144.0,3.698444444444445e-05,0.001479377777777778,0.0014500902777777776,0.05800361111111111,,,,,,,,,,
77,28.232368107885122,363.25664,86.0,17681.25,32760.0,192.605,149983.0,4.1661944444444444e-05,0.0016664777777777777,0.001491752222222222,0.05967008888888889,,,,,,,,,,
79,28.964210368692875,362.999976,100.0,17681.25,32760.0,193.0,135861.0,3.7739166666666666e-05,0.0015095666666666667,0.0015294913888888888,0.06117965555555556,,,,,,,,,,
81,29.693403324112296,363.042797,88.0,17681.25,32760.0,192.83,134303.0,3.730638888888889e-05,0.0014922555555555556,0.0015667977777777777,0.06267191111111112,,,,,,,,,,
83,30.42336023412645,363.382952,84.0,17681.25,32760.0,193.057,151509.0,4.2085833333333336e-05,0.0016834333333333334,0.0016088836111111111,0.06435534444444445,,,,,,,,,,
85,31.152269683778286,362.984976,100.0,17681.25,32760.0,193.364,133152.0,3.698666666666667e-05,0.0014794666666666668,0.0016458702777777778,0.06583481111111111,,,,,,,,,,
87,31.88249891810119,363.112327,88.0,17681.25,32760.0,193.369,137465.0,3.8184722222222225e-05,0.001527388888888889,0.001684055,0.0673622,,,,,,,,,,
89,32.61174162477255,363.488424,81.0,17681.25,32760.0,192.94,148856.0,4.134888888888889e-05,0.0016539555555555557,0.0017254038888888888,0.06901615555555556,,,,,,,,,,
91,33.342648608610034,362.843383,100.0,17681.25,32760.0,193.566,135221.0,3.756138888888889e-05,0.0015024555555555555,0.0017629652777777778,0.07051861111111112,,,,,,,,,,
93,34.07118898443878,363.119177,88.0,17681.25,32760.0,193.645,136467.0,3.79075e-05,0.0015163000000000002,0.0018008727777777777,0.07203491111111111,,,,,,,,,,
95,34.80144218914211,362.827842,91.0,17681.25,32760.0,193.261,133609.0,3.711361111111111e-05,0.0014845444444444445,0.0018379863888888888,0.07351945555555556,,,,,,,,,,
97,35.53092607110739,363.951913,98.0,17681.25,32760.0,193.118,150270.0,4.174166666666667e-05,0.0016696666666666667,0.0018797280555555554,0.07518912222222222,,,,,,,,,,
99,36.26066462509334,362.812483,88.0,17681.25,32760.0,193.351,135751.0,3.770861111111111e-05,0.0015083444444444444,0.0019174366666666665,0.07669746666666667,,,,,,,,,,
101,36.99111733213067,363.696997,94.0,17681.25,32760.0,192.916,134684.0,3.7412222222222225e-05,0.001496488888888889,0.0019548488888888886,0.07819395555555556,,,,,,,,,,
103,37.72045679204166,362.573229,96.0,17681.25,32760.0,193.071,151611.0,4.2114166666666664e-05,0.0016845666666666665,0.0019969630555555554,0.07987852222222222,,,,,,,,,,
105,38.449993344023824,363.586846,88.0,17681.25,32760.0,193.521,133146.0,3.6985e-05,0.0014794,0.002033948055555555,0.08135792222222223,,,,,,,,,,
107,39.18106444180012,363.354772,96.0,17681.25,32760.0,193.6,137498.0,3.819388888888889e-05,0.0015277555555555556,0.002072141944444444,0.08288567777777778,,,,,,,,,,
109,39.91033575870097,363.236319,93.0,17681.25,32760.0,193.241,148958.0,4.1377222222222225e-05,0.001655088888888889,0.0021135191666666665,0.08454076666666667,,,,,,,,,,
111,40.640324268490076,363.045207,88.0,17681.25,32760.0,193.984,135333.0,3.75925e-05,0.0015037000000000002,0.0021511116666666666,0.08604446666666667,,,,,,,,,,
113,41.36996230110526,363.416302,99.0,17681.25,32760.0,193.785,136529.0,3.7924722222222224e-05,0.001516988888888889,0.0021890363888888886,0.08756145555555556,,,,,,,,,,
115,42.101070741191506,364.659264,90.0,17681.25,32760.0,193.428,133686.0,3.7135e-05,0.0014854,0.002226171388888889,0.08904685555555555,,,,,,,,,,
117,42.83062462322414,363.047877,86.0,17681.25,32760.0,192.994,149783.0,4.1606388888888886e-05,0.0016642555555555555,0.002267777777777778,0.0907111111111111,,,,,,,,,,
119,43.558411944657564,363.26578,100.0,17681.25,32760.0,196.008,137886.0,3.8301666666666666e-05,0.0015320666666666666,0.0023060794444444447,0.09224317777777777,,,,,,,,,,
