elapsed_sec,gpu_util_mean,gpu_util_std,gpu_mem_used_mean,gpu_mem_used_std,proc_cpu_percent_mean,proc_cpu_percent_std
0.0,88.66666666666667,4.932882862316247,14535.25,0.0,105.2,0.45825756949558744
1.0,90.16666666666667,5.107184482014854,17681.25,0.0,99.5,0.5267826876426354
2.0,95.66666666666667,6.658328118479393,17681.25,0.0,100.36666666666667,1.7559422921421233
3.0,91.66666666666667,3.0550504633038935,17681.25,0.0,100.6,0.8660254037844386
4.0,92.66666666666667,1.2583057392117916,17681.25,0.0,100.0,0.17320508075687788
5.0,92.0,1.7320508075688772,17681.25,0.0,99.93333333333334,0.30550504633039366
6.0,91.0,5.196152422706632,17681.25,0.0,100.13333333333334,0.7505553499465119
7.0,93.83333333333333,2.4664414311581235,17681.25,0.0,99.75,0.3905124837953351
8.0,91.0,5.196152422706632,17681.25,0.0,100.03333333333333,0.7505553499465201
9.0,94.66666666666667,5.8594652770823155,17681.25,0.0,101.03333333333333,0.11547005383791858
10.0,91.66666666666667,2.9297326385411577,17681.25,0.0,99.63333333333334,0.07637626158259299
11.0,95.0,6.244997998398398,17681.25,0.0,100.43333333333334,0.6429100507328647
12.0,91.66666666666667,2.9297326385411577,17681.25,0.0,100.28333333333333,0.5008326400438837
13.0,95.0,6.244997998398398,17681.25,0.0,100.0,0.6244997998398418
14.0,92.66666666666667,1.5275252316519468,17681.25,0.0,99.9,0.8888194417315619
15.0,92.66666666666667,0.7637626158259734,17681.25,0.0,99.91666666666667,0.3055050463303875
16.0,93.0,2.0,17681.25,0.0,99.93333333333334,0.5131601439446888
17.0,90.33333333333333,4.932882862316247,17681.25,0.0,100.23333333333333,0.6658328118479389
18.0,93.83333333333333,2.0816659994661326,17681.25,0.0,100.38333333333334,0.3214550253664298
19.0,90.66666666666667,4.618802153517006,17681.25,0.0,99.36666666666666,0.7505553499465119
20.0,95.33333333333333,6.429100507328637,17681.25,0.0,100.5,0.7549834435270745
21.0,91.5,3.0413812651491097,17681.25,0.0,99.85,0.25
22.0,95.33333333333333,6.429100507328637,17681.25,0.0,100.0,0.7211102550927944
23.0,91.33333333333333,3.2145502536643185,17681.25,0.0,100.18333333333334,0.37527767497324926
24.0,95.0,6.082762530298219,17681.25,0.0,99.8,0.7000000000000028
25.0,93.0,2.6457513110645907,17681.25,0.0,100.56666666666666,0.7505553499465134
26.0,92.5,1.3228756555322954,17681.25,0.0,100.0,0.21794494717703433
27.0,93.0,2.6457513110645907,17681.25,0.0,99.6,1.0148891565092217
28.0,89.66666666666667,3.7859388972001824,17681.25,0.0,100.36666666666666,0.8144527815247071
29.0,94.16666666666667,1.0408329997330663,17681.25,0.0,99.95,0.2179449471770376
30.0,88.66666666666667,3.0550504633038935,17681.25,0.0,99.9,0.7549834435270754
31.0,93.66666666666667,4.509249752822894,17681.25,0.0,100.58333333333334,0.7588368291888143
32.0,89.83333333333333,4.752192476461084,17681.25,0.0,99.48333333333333,0.5346338310781755
33.0,95.0,7.0,17681.25,0.0,100.13333333333334,0.6658328118479424
34.0,91.0,4.092676385936225,17681.25,0.0,100.46666666666667,0.7505553499465201
35.0,95.0,7.0,17681.25,0.0,99.93333333333334,0.05773502691895929
36.0,93.0,6.244997998398398,17681.25,0.0,100.46666666666667,0.6027713773341649
37.0,91.0,3.0413812651491097,17681.25,0.0,99.73333333333333,0.583809329604569
38.0,93.33333333333333,6.110100926607787,17681.25,0.0,100.43333333333334,1.2858201014657293
39.0,86.66666666666667,2.309401076758503,17681.25,0.0,99.4,0.7810249675906665
40.0,93.83333333333333,1.2583057392117916,17681.25,0.0,100.26666666666667,0.5346338310781789
41.0,86.66666666666667,2.309401076758503,17681.25,0.0,100.16666666666667,0.461880215351699
42.0,92.0,7.211102550927978,17681.25,0.0,99.18333333333332,0.5965176722724381
43.0,89.33333333333333,5.033222956847166,17681.25,0.0,100.9,0.2783882181415006
44.0,93.33333333333333,9.865765724632494,17681.25,0.0,99.43333333333334,0.7234178138070279
45.0,89.5,4.5,17681.25,0.0,100.33333333333334,0.1892969448600146
46.0,93.33333333333333,9.865765724632494,17681.25,0.0,100.03333333333333,0.4932882862316212
47.0,93.0,6.244997998398398,17681.25,0.0,99.93333333333334,0.05773502691895929
48.0,89.5,4.924428900898052,17681.25,0.0,99.7,0.1732050807568943
49.0,93.0,6.244997998398398,17681.25,0.0,100.3,0.8660254037844386
50.0,88.33333333333333,1.5275252316519468,17681.25,0.0,100.6,0.6999999999999957
51.0,94.33333333333333,0.28867513459481287,17681.25,0.0,100.13333333333334,0.4481443219916287
52.0,87.66666666666667,2.516611478423583,17681.25,0.0,99.9,0.8000000000000043
53.0,96.33333333333333,3.2145502536643185,17681.25,0.0,99.76666666666667,0.15275252316519994
54.0,88.83333333333333,2.254624876411447,17681.25,0.0,100.9,0.7810249675906665
55.0,97.0,4.358898943540674,17681.25,0.0,99.83333333333333,0.0577350269189675
56.0,89.16666666666667,3.8188130791298667,17681.25,0.0,100.0,0.5766281297335422
57.0,96.66666666666667,3.5118845842842465,17681.25,0.0,99.93333333333334,0.7094598884597618
58.0,91.0,5.196152422706632,17681.25,0.0,100.33333333333334,0.7505553499465119
59.0,92.33333333333333,2.362907813126304,17681.25,0.0,99.81666666666666,0.5484827557301428
60.0,90.66666666666667,4.618802153517006,17681.25,0.0,100.03333333333333,0.05773502691895929
61.0,91.0,3.605551275463989,17681.25,0.0,100.36666666666667,0.8082903768654711
62.0,93.16666666666667,2.0207259421636903,17681.25,0.0,99.88333333333334,0.4536885862938692
63.0,92.66666666666667,3.5118845842842465,17681.25,0.0,99.6,0.8660254037844386
64.0,92.5,1.8027756377319946,17681.25,0.0,100.65,0.05000000000000426
65.0,93.66666666666667,5.131601439446884,17681.25,0.0,99.06666666666666,0.8082903768654793
66.0,95.0,4.58257569495584,17681.25,0.0,100.0,0.0
67.0,91.16666666666667,3.6170890690351176,17681.25,0.0,100.51666666666667,0.4072263907623552
68.0,93.0,6.244997998398398,17681.25,0.0,99.96666666666667,0.05773502691895929
