step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.7483993358910084,735.648714,100.0,26349.25,32760.0,70.187,121698.0,3.3805e-05,0.0013522,3.3805e-05,0.0013522,5071.68798828125,25560.0,14719.8046875,515475.12890625,0.6,2217.18359375,38953.8671875,101.9,0.0,0.0
2,1.3825230039656162,630.633242,80.0,29493.25,32760.0,190.948,132569.0,3.6824722222222225e-05,0.0014729888888888889,7.062972222222222e-05,0.002825188888888889,5071.69580078125,28704.0,14719.7890625,515475.12890625,0.5,2217.3515625,42121.8671875,100.2,0.0,0.00390625
3,2.019580537453294,628.978396,88.0,29493.25,32760.0,196.113,119623.0,3.322861111111111e-05,0.0013291444444444443,0.00010385833333333333,0.004154333333333333,5071.69580078125,28704.0,14719.78515625,515475.12890625,0.5,2217.58984375,42121.8671875,99.7,0.0,0.0
4,2.648698345758021,626.214682,88.0,29493.25,32760.0,197.55,114721.0,3.186694444444445e-05,0.0012746777777777778,0.00013572527777777778,0.005429011111111111,5071.69580078125,28704.0,14719.78515625,515475.12890625,0.5,2217.58984375,42121.8671875,101.7,0.0,0.0
5,3.278169679455459,626.564388,91.0,29493.25,32760.0,191.571,132048.0,3.668e-05,0.0014672,0.0001724052777777778,0.006896211111111111,5071.69580078125,28704.0,14719.78515625,515475.12890625,0.5,2217.73046875,42121.8671875,98.5,0.0,0.0
6,3.9066587574779987,625.570262,99.0,29493.25,32760.0,195.69,121423.0,3.372861111111111e-05,0.0013491444444444444,0.0002061338888888889,0.008245355555555556,5071.69580078125,28704.0,14719.78515625,515475.12890625,0.5,2217.73046875,42121.8671875,100.2,0.0,0.0
7,4.5371220065280795,627.528453,100.0,29493.25,32760.0,197.392,117199.0,3.255527777777778e-05,0.0013022111111111111,0.00023868916666666668,0.009547566666666667,5071.69580078125,28704.0,14719.78515625,515475.12890625,0.5,2217.77734375,42122.8671875,99.9,0.0,0.0
8,5.165945439599454,625.845826,100.0,29493.25,32760.0,198.953,116571.0,3.2380833333333333e-05,0.0012952333333333334,0.00027107,0.0108428,5071.69580078125,28704.0,14720.03125,515475.12890625,0.5,2217.8359375,42122.8671875,100.1,0.0,0.0
9,5.7949837166816,625.796786,84.0,29493.25,32760.0,194.979,135774.0,3.7715e-05,0.0015086000000000001,0.000308785,0.0123514,5071.69580078125,28704.0,14720.03125,515475.12890625,0.5,2217.8671875,42122.8671875,100.2,0.0,0.0
10,6.422962246462703,625.118295,89.0,29493.25,32760.0,197.386,118481.0,3.291138888888889e-05,0.0013164555555555556,0.0003416963888888889,0.013667855555555556,5071.69580078125,28704.0,14720.03125,515475.12890625,0.6,2217.8984375,42122.8671875,99.9,0.0,0.0
11,7.054136916063726,625.867696,88.0,29493.25,32760.0,198.781,116513.0,3.236472222222222e-05,0.0012945888888888889,0.00037406111111111117,0.014962444444444445,5071.69580078125,28704.0,14720.03125,515475.12890625,0.5,2217.95703125,42122.8671875,100.2,0.0,0.00390625
12,7.682696905918419,625.666013,93.0,29493.25,32760.0,193.656,133291.0,3.7025277777777775e-05,0.001481011111111111,0.00041108638888888893,0.016443455555555556,5071.69580078125,28704.0,14716.09375,515475.12890625,0.5,2218.04296875,42122.8671875,99.9,0.0,0.0
13,8.313712263479829,625.603892,100.0,29493.25,32760.0,197.001,119939.0,3.331638888888889e-05,0.0013326555555555556,0.00044440277777777783,0.01777611111111111,5071.69580078125,28704.0,14716.09375,515475.12890625,0.5,2218.04296875,42122.8671875,100.2,0.0,0.0
14,8.941893596202135,625.245536,100.0,29493.25,32760.0,198.525,116273.0,3.229805555555555e-05,0.001291922222222222,0.00047670083333333337,0.01906803333333333,5071.69580078125,28704.0,14716.33984375,515475.12890625,0.5,2218.04296875,42122.8671875,99.9,0.0,0.0
15,9.572147473692894,624.956363,100.0,29493.25,32760.0,200.784,117907.0,3.275194444444444e-05,0.0013100777777777777,0.0005094527777777778,0.02037811111111111,5071.69580078125,28704.0,14716.33984375,515475.12890625,0.5,2218.12109375,42122.8671875,100.3,0.0,0.0
16,10.200783883221447,625.512061,86.0,29493.25,32760.0,196.338,134787.0,3.7440833333333336e-05,0.0014976333333333335,0.0005468936111111112,0.021875744444444446,5071.69580078125,28704.0,14716.32421875,515475.12890625,0.5,2218.12109375,42122.8671875,99.8,0.0,0.00390625
17,10.832575413398445,625.913737,88.0,29493.25,32760.0,198.843,117981.0,3.27725e-05,0.0013108999999999998,0.0005796661111111111,0.023186644444444446,5071.69580078125,28704.0,14715.9375,515475.12890625,0.6,2218.23828125,42122.8671875,100.2,0.0,0.0
18,11.46071305591613,625.126035,88.0,29493.25,32760.0,199.733,117064.0,3.251777777777778e-05,0.0013007111111111112,0.0006121838888888889,0.024487355555555555,5071.69580078125,28704.0,14715.9296875,515475.12890625,0.6,2218.23828125,42122.8671875,99.9,0.0,0.0
19,12.091838515363634,625.48773,96.0,29493.25,32760.0,195.701,136510.0,3.7919444444444444e-05,0.0015167777777777777,0.0006501033333333333,0.026004133333333332,5071.69580078125,28704.0,14715.9296875,515475.12890625,0.5,2218.30859375,42122.8671875,100.2,0.0,0.00390625
20,12.72021656204015,625.400379,100.0,29493.25,32760.0,198.365,119304.0,3.314e-05,0.0013256,0.0006832433333333333,0.02732973333333333,5071.69580078125,28704.0,14716.17578125,515475.12890625,0.5,2218.30859375,42122.8671875,99.8,0.0,0.0
21,13.351857769303024,625.640263,100.0,29493.25,32760.0,199.839,116980.0,3.249444444444445e-05,0.001299777777777778,0.0007157377777777778,0.02862951111111111,5071.69580078125,28704.0,14716.17578125,515475.12890625,0.5,2218.40625,42122.8671875,100.2,0.0,0.0
22,13.980069603770971,625.062804,81.0,29493.25,32760.0,194.587,133991.0,3.721972222222222e-05,0.001488788888888889,0.0007529575,0.030118299999999997,5071.69580078125,28704.0,14716.17578125,515475.12890625,0.5,2218.40625,42122.8671875,99.7,0.0,0.0
23,14.611874293535948,625.314468,88.0,29493.25,32760.0,197.896,120489.0,3.346916666666667e-05,0.0013387666666666667,0.0007864266666666666,0.031457066666666665,5071.69580078125,28704.0,14716.17578125,515475.12890625,0.5,2218.45703125,42122.8671875,100.3,0.0,0.0
24,15.240811489522457,625.934868,88.0,29493.25,32760.0,199.491,116745.0,3.2429166666666664e-05,0.0012971666666666665,0.0008188558333333333,0.032754233333333334,5071.69580078125,28704.0,14716.17578125,515475.12890625,0.5,2218.51953125,42122.8671875,99.9,0.0,0.0
25,15.870879732072353,625.568651,91.0,29493.25,32760.0,201.949,118772.0,3.2992222222222224e-05,0.001319688888888889,0.0008518480555555555,0.03407392222222222,5071.69580078125,28704.0,14716.17578125,515475.12890625,0.5,2218.51953125,42122.8671875,100.2,0.0,0.0
26,16.499129716306925,625.053324,98.0,29493.25,32760.0,197.457,135307.0,3.7585277777777776e-05,0.001503411111111111,0.0008894333333333333,0.03557733333333333,5071.69580078125,28704.0,14716.421875,515475.12890625,0.6,2218.5859375,42122.8671875,99.9,0.0,0.0
27,17.131060649640858,626.298403,100.0,29493.25,32760.0,199.188,118621.0,3.295027777777778e-05,0.0013180111111111112,0.0009223836111111111,0.03689534444444444,5071.69580078125,28704.0,14716.421875,515475.12890625,0.5,2218.66015625,42122.8671875,100.1,0.0,0.00390625
28,17.760134004987776,625.856306,100.0,29493.25,32760.0,200.733,117610.0,3.2669444444444445e-05,0.0013067777777777778,0.0009550530555555556,0.03820212222222222,5071.69580078125,28704.0,14716.421875,515475.12890625,0.5,2218.66015625,42122.8671875,100.0,0.0,0.0
29,18.389912354759872,625.489781,84.0,29493.25,32760.0,196.53,137011.0,3.805861111111111e-05,0.0015223444444444445,0.0009931116666666666,0.03972446666666666,5071.69580078125,28704.0,14716.421875,515475.12890625,0.5,2218.69921875,42122.8671875,100.2,0.0,0.0
30,19.01796267554164,625.105275,88.0,29493.25,32760.0,198.939,119577.0,3.3215833333333335e-05,0.0013286333333333334,0.0010263275,0.041053099999999995,5071.69580078125,28704.0,14716.421875,515475.12890625,0.5,2218.75390625,42122.8671875,99.8,0.0,0.0
31,19.650085491128266,625.901347,88.0,29493.25,32760.0,200.562,117594.0,3.2665e-05,0.0013066,0.0010589925,0.04235969999999999,5071.69580078125,28704.0,14716.42578125,515475.12890625,0.5,2218.81640625,42122.8671875,100.2,0.0,0.0
32,20.27856740821153,625.585952,93.0,29493.25,32760.0,195.561,134542.0,3.737277777777778e-05,0.001494911111111111,0.001096365277777778,0.0438546111111111,5071.69580078125,28704.0,14716.65625,515475.12890625,0.5,2218.87109375,42123.8671875,101.5,0.0,0.00390625
33,20.90983841009438,625.987768,100.0,29493.25,32760.0,198.746,120976.0,3.360444444444444e-05,0.0013441777777777777,0.0011299697222222223,0.045198788888888876,5071.69580078125,28704.0,14716.65234375,515475.12890625,0.5,2218.92578125,42123.8671875,98.6,0.0,0.0
34,21.53767665848136,624.918912,100.0,29493.25,32760.0,200.056,117040.0,3.251111111111111e-05,0.0013004444444444443,0.0011624808333333334,0.04649923333333332,5071.69580078125,28704.0,14716.65234375,515475.12890625,0.5,2218.92578125,42123.8671875,99.9,0.0,0.0
35,22.168942079879344,625.645693,100.0,29493.25,32760.0,202.492,119150.0,3.309722222222222e-05,0.001323888888888889,0.0011955780555555555,0.04782312222222221,5071.69580078125,28704.0,14716.65234375,515475.12890625,0.5,2218.92578125,42123.8671875,100.2,0.0,0.00390625
36,22.79846451524645,626.400516,86.0,29493.25,32760.0,198.017,135643.0,3.767861111111111e-05,0.0015071444444444445,0.0012332566666666666,0.04933026666666665,5071.69580078125,28704.0,14716.8984375,515475.12890625,0.5,2218.99609375,42123.8671875,99.9,0.0,0.0
37,23.428504457697272,625.545252,88.0,29493.25,32760.0,199.211,118446.0,3.2901666666666664e-05,0.0013160666666666666,0.0012661583333333332,0.050646333333333314,5071.69580078125,28704.0,14716.8984375,515475.12890625,0.5,2219.01171875,42123.8671875,101.8,0.0,0.0
38,24.056555388495326,625.056314,88.0,29493.25,32760.0,200.453,117385.0,3.2606944444444443e-05,0.0013042777777777777,0.0012987652777777777,0.05195061111111109,5071.69580078125,28704.0,14717.14453125,515475.12890625,0.5,2219.01171875,42123.8671875,98.3,0.0,0.0
