step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.5132575687021017,502.567116,85.0,14535.25,32760.0,82.793,72017.0,2.0004722222222223e-05,0.0008001888888888889,2.0004722222222223e-05,0.0008001888888888889,,,,,,,,,,
3,1.2436393909156322,363.718891,88.0,17681.25,32760.0,185.431,134740.0,3.7427777777777777e-05,0.001497111111111111,5.7432499999999996e-05,0.0022973,,,,,,,,,,
5,1.973538015037775,363.739192,93.0,17681.25,32760.0,191.994,133108.0,3.6974444444444445e-05,0.0014789777777777778,9.440694444444445e-05,0.0037762777777777777,,,,,,,,,,
7,2.703761385753751,363.577769,98.0,17681.25,32760.0,192.146,149686.0,4.1579444444444446e-05,0.0016631777777777778,0.0001359863888888889,0.005439455555555556,,,,,,,,,,
9,3.437566766515374,363.380005,88.0,17681.25,32760.0,192.014,134759.0,3.743305555555556e-05,0.0014973222222222223,0.00017341944444444445,0.006936777777777778,,,,,,,,,,
11,4.167317157611251,363.476747,94.0,17681.25,32760.0,191.523,133666.0,3.7129444444444446e-05,0.0014851777777777778,0.0002105488888888889,0.008421955555555555,,,,,,,,,,
13,4.900785192847252,366.070201,96.0,17681.25,32760.0,191.996,150489.0,4.18025e-05,0.0016721,0.0002523513888888889,0.010094055555555554,,,,,,,,,,
15,5.631363179534674,363.705721,88.0,17681.25,32760.0,192.246,133542.0,3.7095e-05,0.0014838000000000002,0.0002894463888888889,0.011577855555555554,,,,,,,,,,
17,6.362630138173699,363.954726,95.0,17681.25,32760.0,194.881,134930.0,3.748055555555555e-05,0.001499222222222222,0.0003269269444444445,0.013077077777777776,,,,,,,,,,
19,7.098070805892348,364.307591,96.0,17681.25,32760.0,191.702,150228.0,4.173e-05,0.0016692,0.0003686569444444445,0.014746277777777775,,,,,,,,,,
21,7.828871546313167,363.799903,88.0,17681.25,32760.0,192.151,132967.0,3.693527777777778e-05,0.0014774111111111113,0.00040559222222222226,0.016223688888888886,,,,,,,,,,
23,8.558140009641647,363.359014,96.0,17681.25,32760.0,192.846,136564.0,3.793444444444444e-05,0.0015173777777777778,0.0004435266666666667,0.017741066666666663,,,,,,,,,,
25,9.287701169028878,363.154461,94.0,17681.25,32760.0,192.02,147934.0,4.1092777777777776e-05,0.0016437111111111112,0.0004846194444444445,0.019384777777777775,,,,,,,,,,
27,10.017612103372812,363.573068,89.0,17681.25,32760.0,193.018,134531.0,3.736972222222222e-05,0.0014947888888888889,0.0005219891666666667,0.020879566666666665,,,,,,,,,,
29,10.747687989845872,363.785092,99.0,17681.25,32760.0,192.6,135733.0,3.770361111111111e-05,0.0015081444444444445,0.0005596927777777778,0.02238771111111111,,,,,,,,,,
31,11.476092020049691,363.009129,91.0,17681.25,32760.0,192.236,132890.0,3.691388888888889e-05,0.0014765555555555556,0.0005966066666666667,0.02386426666666667,,,,,,,,,,
33,12.205621886998415,363.416796,86.0,17681.25,32760.0,192.161,149271.0,4.146416666666667e-05,0.0016585666666666667,0.0006380708333333334,0.025522833333333335,,,,,,,,,,
35,12.935198616236448,362.793716,100.0,17681.25,32760.0,192.897,135376.0,3.7604444444444444e-05,0.0015041777777777777,0.0006756752777777778,0.027027011111111113,,,,,,,,,,
37,13.664496030658484,363.378615,88.0,17681.25,32760.0,191.771,133587.0,3.71075e-05,0.0014842999999999998,0.0007127827777777779,0.028511311111111114,,,,,,,,,,
39,14.393809664994478,362.791345,84.0,17681.25,32760.0,192.292,151141.0,4.198361111111111e-05,0.0016793444444444445,0.000754766388888889,0.03019065555555556,,,,,,,,,,
41,15.123027296736836,363.443767,100.0,17681.25,32760.0,192.569,132274.0,3.674277777777778e-05,0.001469711111111111,0.0007915091666666668,0.03166036666666667,,,,,,,,,,
43,15.854014379903674,362.840405,89.0,17681.25,32760.0,192.437,136935.0,3.80375e-05,0.0015215,0.0008295466666666669,0.03318186666666667,,,,,,,,,,
45,16.58347088843584,363.678251,81.0,17681.25,32760.0,192.04,148125.0,4.1145833333333335e-05,0.0016458333333333333,0.0008706925000000002,0.0348277,,,,,,,,,,
