step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.5142815615981817,498.386658,84.0,14535.25,32760.0,79.386,70075.0,1.9465277777777777e-05,0.0007786111111111111,1.9465277777777777e-05,0.0007786111111111111,,,,,,,,,,
3,1.2459233086556196,364.838837,93.0,17681.25,32760.0,184.319,133091.0,3.6969722222222224e-05,0.001478788888888889,5.6435e-05,0.0022574,,,,,,,,,,
5,1.9792224653065205,367.131786,97.0,17681.25,32760.0,192.407,149963.0,4.165638888888889e-05,0.0016662555555555555,9.809138888888889e-05,0.003923655555555555,,,,,,,,,,
7,2.712048973888159,364.637124,88.0,17681.25,32760.0,192.499,135480.0,3.763333333333333e-05,0.0015053333333333333,0.00013572472222222223,0.005428988888888889,,,,,,,,,,
9,3.446764914318919,364.135545,92.0,17681.25,32760.0,192.142,133178.0,3.699388888888889e-05,0.0014797555555555557,0.00017271861111111113,0.0069087444444444444,,,,,,,,,,
11,4.178020166233182,365.117943,98.0,17681.25,32760.0,192.604,149843.0,4.1623055555555556e-05,0.0016649222222222223,0.0002143416666666667,0.008573666666666667,,,,,,,,,,
13,4.911342542618513,364.319748,88.0,17681.25,32760.0,192.522,135487.0,3.763527777777778e-05,0.001505411111111111,0.00025197694444444447,0.010079077777777778,,,,,,,,,,
15,5.642858427017927,364.651244,93.0,17681.25,32760.0,192.239,133710.0,3.7141666666666664e-05,0.0014856666666666666,0.00028911861111111114,0.011564744444444445,,,,,,,,,,
17,6.373628631234169,363.949191,97.0,17681.25,32760.0,192.753,150412.0,4.1781111111111114e-05,0.0016712444444444445,0.00033089972222222224,0.01323598888888889,,,,,,,,,,
19,7.103524809703231,363.947312,88.0,17681.25,32760.0,193.27,133918.0,3.7199444444444444e-05,0.0014879777777777776,0.0003680991666666667,0.014723966666666668,,,,,,,,,,
21,7.834194200113416,364.012042,95.0,17681.25,32760.0,193.22,135596.0,3.766555555555556e-05,0.0015066222222222224,0.0004057647222222222,0.01623058888888889,,,,,,,,,,
23,8.570375435054302,363.845971,97.0,17681.25,32760.0,192.838,150449.0,4.179138888888889e-05,0.0016716555555555557,0.0004475561111111111,0.017902244444444444,,,,,,,,,,
25,9.301518436521292,364.504331,88.0,17681.25,32760.0,192.844,133274.0,3.7020555555555554e-05,0.001480822222222222,0.00048457666666666666,0.019383066666666667,,,,,,,,,,
27,10.031279031187296,364.250697,96.0,17681.25,32760.0,193.162,136163.0,3.782305555555556e-05,0.0015129222222222223,0.0005223997222222222,0.02089598888888889,,,,,,,,,,
29,10.761751279234886,363.712718,94.0,17681.25,32760.0,192.715,148703.0,4.1306388888888886e-05,0.0016522555555555554,0.0005637061111111112,0.022548244444444445,,,,,,,,,,
31,11.4915513060987,364.322578,88.0,17681.25,32760.0,193.361,134112.0,3.725333333333333e-05,0.0014901333333333332,0.0006009594444444445,0.02403837777777778,,,,,,,,,,
33,12.221358522772789,363.325451,98.0,17681.25,32760.0,193.2,136481.0,3.791138888888889e-05,0.0015164555555555554,0.0006388708333333335,0.025554833333333336,,,,,,,,,,
35,12.950625399127603,363.902551,92.0,17681.25,32760.0,193.162,148786.0,4.132944444444445e-05,0.001653177777777778,0.0006802002777777779,0.027208011111111114,,,,,,,,,,
37,13.680279392749071,363.482594,87.0,17681.25,32760.0,193.259,136443.0,3.7900833333333335e-05,0.0015160333333333333,0.0007181011111111113,0.028724044444444447,,,,,,,,,,
39,14.409374956041574,363.628546,100.0,17681.25,32760.0,193.766,135498.0,3.7638333333333335e-05,0.0015055333333333335,0.0007557394444444446,0.03022957777777778,,,,,,,,,,
41,15.139108203351498,363.675328,88.0,17681.25,32760.0,192.899,134043.0,3.723416666666667e-05,0.0014893666666666667,0.0007929736111111114,0.031718944444444445,,,,,,,,,,
43,15.868746135383844,363.707868,84.0,17681.25,32760.0,193.487,151404.0,4.205666666666667e-05,0.0016822666666666667,0.000835030277777778,0.03340121111111111,,,,,,,,,,
45,16.598763946443796,363.81663,100.0,17681.25,32760.0,193.385,133616.0,3.711555555555556e-05,0.0014846222222222223,0.0008721458333333336,0.03488583333333334,,,,,,,,,,
47,17.32797846198082,363.660107,88.0,17681.25,32760.0,193.8,136730.0,3.798055555555556e-05,0.0015192222222222224,0.0009101263888888891,0.03640505555555556,,,,,,,,,,
49,18.058277098461986,363.412012,81.0,17681.25,32760.0,192.883,148660.0,4.1294444444444445e-05,0.0016517777777777778,0.0009514208333333336,0.03805683333333334,,,,,,,,,,
51,18.787963282316923,364.279777,100.0,17681.25,32760.0,193.938,134823.0,3.745083333333333e-05,0.0014980333333333333,0.0009888716666666669,0.039554866666666674,,,,,,,,,,
53,19.516801381483674,362.894004,88.0,17681.25,32760.0,193.36,136405.0,3.789027777777778e-05,0.0015156111111111112,0.0010267619444444447,0.04107047777777779,,,,,,,,,,
55,20.245719723403454,363.577996,91.0,17681.25,32760.0,193.317,133655.0,3.712638888888889e-05,0.0014850555555555554,0.0010638883333333336,0.04255553333333334,,,,,,,,,,
57,20.976691829040647,364.965149,99.0,17681.25,32760.0,193.024,149909.0,4.164138888888889e-05,0.0016656555555555556,0.0011055297222222224,0.044221188888888895,,,,,,,,,,
59,21.70613451860845,363.759948,88.0,17681.25,32760.0,193.44,135725.0,3.770138888888889e-05,0.0015080555555555555,0.0011432311111111114,0.04572924444444445,,,,,,,,,,
