step,elapsed_sec,step_ms,forward_ms,backward_ms,optimizer_step_ms,checkpoint_ms,loss
1,0.7673575654625893,737.428003,261.286942,373.934215,101.994034,-1e-06,12.092621803283691
2,1.4049744326621294,634.359722,180.899201,356.202866,96.142326,-1e-06,12.0591459274292
3,2.0435097329318523,633.397875,181.153634,355.682088,95.848971,-1e-06,12.063697814941406
4,2.681742899119854,632.800995,181.058604,355.489304,95.454874,-1e-06,12.085246086120605
5,3.3227644935250282,634.014266,181.074173,356.286098,95.897402,-1e-06,12.071720123291016
6,3.961295625194907,632.844886,181.175965,355.347422,95.502105,-1e-06,12.09194564819336
7,4.602329947054386,633.852163,181.167805,356.240367,95.703768,-1e-06,12.092033386230469
8,5.242310293018818,633.0755,181.148125,355.630397,95.530246,-1e-06,12.102005004882812
9,5.880616350099444,632.566331,180.968451,355.147519,95.717029,-1e-06,12.174222946166992
10,6.52043641358614,632.791535,180.934712,355.493924,95.531095,-1e-06,12.184269905090332
11,7.160497181117535,632.872117,181.002322,355.23537,95.880272,-1e-06,12.202804565429688
12,7.799026602879167,631.90739,180.816668,354.807934,95.533715,-1e-06,12.20596981048584
13,8.43975355103612,632.099883,180.770568,354.975506,95.611237,-1e-06,12.251506805419922
14,9.079751016572118,632.629202,181.052643,355.446674,95.357983,-1e-06,12.265907287597656
15,9.719840554520488,632.887027,181.092804,355.295711,95.753599,-1e-06,12.269166946411133
16,10.359418462961912,632.896126,181.192375,355.332302,95.551246,-1e-06,12.2826509475708
17,10.99879464879632,632.416368,181.008732,355.149659,95.511296,-1e-06,12.430298805236816
18,11.640124747529626,633.09843,180.952041,355.461094,95.730829,-1e-06,12.519346237182617
19,12.278672829270363,632.442789,181.006343,355.057637,95.604616,-1e-06,12.545279502868652
20,12.918162297457457,632.349838,181.027102,355.054218,95.494255,-1e-06,12.552835464477539
21,13.558197552338243,632.433389,181.101294,354.691451,95.880251,-1e-06,12.620112419128418
22,14.197773141786456,632.436849,180.87692,355.451004,95.333532,-1e-06,12.620843887329102
23,14.838475549593568,632.170194,180.90411,354.841253,95.661839,-1e-06,12.717490196228027
24,15.477179624140263,632.162844,180.979562,355.051137,95.363053,-1e-06,12.797598838806152
25,16.117175551131368,632.372639,181.008553,354.932605,95.640927,-1e-06,12.876870155334473
26,16.75622940994799,631.726256,180.91807,354.470967,95.563527,-1e-06,12.89809799194336
27,17.396314337849617,632.210255,181.008322,354.831024,95.604256,-1e-06,12.937031745910645
28,18.03705743700266,632.351639,181.019882,354.955236,95.577617,-1e-06,12.97913932800293
29,18.676053864881396,632.138033,181.125253,354.479948,95.79457,-1e-06,13.011385917663574
30,19.315771106630564,632.068592,180.976002,354.838474,95.451454,-1e-06,13.002921104431152
31,19.956393223255873,632.618703,181.083824,354.849073,95.937193,-1e-06,12.986053466796875
