step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.3732046037912369,363.695328,74.0,8637.25,32760.0,58.572,48250.0,1.3402777777777777e-05,0.0005361111111111111,1.3402777777777777e-05,0.0005361111111111111,5070.90673828125,7848.0,15149.88671875,515475.12890625,0.6,2213.55859375,21834.9375,104.5,,
4,1.1187456492334604,246.919988,79.0,11391.25,32760.0,156.592,122443.0,3.401194444444445e-05,0.0013604777777777779,4.741472222222222e-05,0.001896588888888889,5071.78173828125,10602.0,15126.0859375,515475.12890625,0.6,2213.96484375,24650.9375,99.0,,
7,1.865881184116006,247.809153,90.0,11391.25,32760.0,174.204,138338.0,3.842722222222222e-05,0.001537088888888889,8.584194444444444e-05,0.003433677777777778,5071.78173828125,10602.0,15126.82421875,515475.12890625,0.6,2213.99609375,24650.9375,100.7,,
10,2.609842613339424,246.568053,80.0,11391.25,32760.0,175.775,119928.0,3.331333333333333e-05,0.0013325333333333333,0.00011915527777777777,0.004766211111111111,5071.78173828125,10602.0,15127.80078125,515475.12890625,0.6,2214.046875,24650.9375,99.5,,
13,3.3531113006174564,246.082073,84.0,11391.25,32760.0,172.336,136040.0,3.778888888888889e-05,0.0015115555555555557,0.00015694416666666667,0.006277766666666667,5071.78173828125,10602.0,15129.765625,515475.12890625,0.6,2214.08984375,24650.9375,100.9,,
16,4.096726834774017,246.091974,82.0,11391.25,32760.0,175.237,120503.0,3.3473055555555554e-05,0.0013389222222222222,0.00019041722222222222,0.0076166888888888895,5071.78173828125,10602.0,15131.734375,515475.12890625,0.6,2214.1328125,24650.9375,100.4,,
19,4.843681965023279,246.925968,85.0,11391.25,32760.0,171.979,138718.0,3.853277777777778e-05,0.0015413111111111113,0.00022895,0.009158000000000001,5071.78173828125,10602.0,15134.44140625,515475.12890625,0.6,2214.1875,24650.9375,99.5,,
22,5.587278550490737,246.784246,86.0,11391.25,32760.0,173.822,123210.0,3.4225e-05,0.001369,0.000263175,0.010527000000000002,5071.78173828125,10602.0,15136.3671875,515475.12890625,0.5,2214.22265625,24650.9375,99.5,,
25,6.329959996044636,246.49785,79.0,11391.25,32760.0,176.236,125731.0,3.492527777777778e-05,0.001397011111111111,0.00029810027777777776,0.011924011111111113,5071.78173828125,10602.0,15138.08984375,515475.12890625,0.5,2214.2890625,24650.9375,99.6,,
28,7.073532080277801,245.84854,88.0,11391.25,32760.0,173.92,139104.0,3.864e-05,0.0015456,0.00033674027777777775,0.013469611111111113,5071.78173828125,10602.0,15140.3046875,515475.12890625,0.5,2214.2890625,24650.9375,101.6,,
30,7.573898999020457,245.82676,88.0,11391.25,32760.0,174.077,88369.0,2.4546944444444446e-05,0.0009818777777777779,0.0003612872222222222,0.014451488888888891,5071.78173828125,10602.0,15141.26171875,515475.12890625,0.6,2214.36328125,24650.9375,97.9,,
32,8.074518511071801,245.543295,88.0,11391.25,32760.0,173.18,88107.0,2.4474166666666667e-05,0.0009789666666666667,0.00038576138888888885,0.015430455555555559,5071.78173828125,10602.0,15147.90234375,515475.12890625,0.6,2214.36328125,24651.9375,100.0,,
34,8.574645187705755,245.894181,88.0,11391.25,32760.0,173.183,88280.0,2.452222222222222e-05,0.0009808888888888888,0.00041028361111111104,0.016411344444444448,5071.78173828125,10602.0,15157.88671875,515475.12890625,0.6,2214.4296875,24651.9375,100.0,,
36,9.074778001755476,246.023963,88.0,11391.25,32760.0,173.292,88204.0,2.450111111111111e-05,0.0009800444444444444,0.00043478472222222215,0.017391388888888894,5071.78173828125,10602.0,15158.1328125,515475.12890625,0.5,2214.4921875,24651.9375,100.0,,
38,9.575283981859684,246.857087,88.0,11391.25,32760.0,173.262,88327.0,2.4535277777777778e-05,0.0009814111111111112,0.00045931999999999993,0.018372800000000005,5071.78173828125,10602.0,15158.87109375,515475.12890625,0.5,2214.5234375,24651.9375,100.0,,
41,10.321375058963895,246.595983,79.0,11391.25,32760.0,176.251,125688.0,3.491333333333333e-05,0.0013965333333333333,0.0004942333333333332,0.01976933333333334,5071.78173828125,10602.0,15160.34765625,515475.12890625,0.5,2214.58984375,24651.9375,99.6,,
44,11.065245367586613,245.820879,90.0,11391.25,32760.0,173.651,138515.0,3.847638888888889e-05,0.0015390555555555554,0.0005327097222222222,0.021308388888888894,5071.78173828125,10602.0,15160.83984375,515475.12890625,0.5,2214.640625,24651.9375,102.2,,
