step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.38630567491054535,364.169633,65.0,8637.25,32760.0,63.755,54379.0,1.5105277777777778e-05,0.0006042111111111111,1.5105277777777778e-05,0.0006042111111111111,,,,,,,,,,
4,1.1265656985342503,245.970521,87.0,11391.25,32760.0,160.576,123259.0,3.423861111111111e-05,0.0013695444444444445,4.934388888888889e-05,0.0019737555555555553,,,,,,,,,,
7,1.8654675874859095,245.212768,79.0,11391.25,32760.0,175.355,125158.0,3.476611111111111e-05,0.0013906444444444443,8.411e-05,0.0033643999999999996,,,,,,,,,,
10,2.6071746349334717,245.32071,89.0,11391.25,32760.0,172.941,136652.0,3.795888888888889e-05,0.0015183555555555556,0.0001220688888888889,0.0048827555555555555,,,,,,,,,,
13,3.3460685946047306,245.586605,82.0,11391.25,32760.0,174.995,119786.0,3.327388888888889e-05,0.0013309555555555555,0.00015534277777777777,0.006213711111111111,,,,,,,,,,
16,4.087276451289654,247.723241,81.0,11391.25,32760.0,171.731,138687.0,3.8524166666666666e-05,0.0015409666666666667,0.00019386694444444445,0.007754677777777778,,,,,,,,,,
19,4.827765798196197,246.733994,86.0,11391.25,32760.0,173.976,122862.0,3.412833333333334e-05,0.0013651333333333335,0.0002279952777777778,0.009119811111111112,,,,,,,,,,
22,5.56703944504261,245.241338,80.0,11391.25,32760.0,175.808,125561.0,3.487805555555556e-05,0.0013951222222222223,0.0002628733333333333,0.010514933333333334,,,,,,,,,,
25,6.305432755500078,245.36404,87.0,11391.25,32760.0,173.58,137225.0,3.8118055555555554e-05,0.0015247222222222222,0.0003009913888888889,0.012039655555555556,,,,,,,,,,
28,7.044773550704122,244.863171,81.0,11391.25,32760.0,175.482,119535.0,3.320416666666667e-05,0.0013281666666666667,0.0003341955555555556,0.013367822222222223,,,,,,,,,,
31,7.786103462800384,244.860492,84.0,11391.25,32760.0,171.882,138483.0,3.84675e-05,0.0015386999999999998,0.00037266305555555556,0.014906522222222223,,,,,,,,,,
34,8.523953214287758,244.827431,87.0,11391.25,32760.0,174.239,123265.0,3.424027777777778e-05,0.0013696111111111112,0.00040690333333333334,0.016276133333333335,,,,,,,,,,
37,9.261494759470224,245.493532,79.0,11391.25,32760.0,175.859,125208.0,3.478e-05,0.0013912,0.0004416833333333333,0.017667333333333334,,,,,,,,,,
40,10.00018915347755,245.318089,89.0,11391.25,32760.0,173.034,136680.0,3.7966666666666663e-05,0.0015186666666666664,0.00047965,0.019186,,,,,,,,,,
43,10.73921581543982,245.085976,83.0,11391.25,32760.0,175.326,120586.0,3.349611111111111e-05,0.0013398444444444443,0.0005131461111111111,0.020525844444444444,,,,,,,,,,
46,11.478386979550123,244.991205,81.0,11391.25,32760.0,171.817,139785.0,3.8829166666666664e-05,0.0015531666666666667,0.0005519752777777778,0.022079011111111112,,,,,,,,,,
49,12.219642898067832,245.451161,87.0,11391.25,32760.0,173.982,124322.0,3.453388888888889e-05,0.0013813555555555555,0.0005865091666666667,0.02346036666666667,,,,,,,,,,
52,12.959319522604346,245.91073,79.0,11391.25,32760.0,175.475,124733.0,3.4648055555555556e-05,0.0013859222222222223,0.0006211572222222223,0.02484628888888889,,,,,,,,,,
55,13.698026956990361,245.479363,86.0,11391.25,32760.0,173.016,137204.0,3.811222222222222e-05,0.0015244888888888888,0.0006592694444444446,0.026370777777777778,,,,,,,,,,
58,14.438091177493334,245.33437,82.0,11391.25,32760.0,175.368,120734.0,3.353722222222222e-05,0.0013414888888888888,0.0006928066666666668,0.027712266666666666,,,,,,,,,,
61,15.177142197266221,245.530043,84.0,11391.25,32760.0,172.24,140178.0,3.893833333333333e-05,0.0015575333333333334,0.0007317450000000001,0.0292698,,,,,,,,,,
64,15.918250225484371,244.78778,88.0,11391.25,32760.0,174.354,124635.0,3.462083333333333e-05,0.0013848333333333334,0.0007663658333333334,0.030654633333333334,,,,,,,,,,
67,16.65716679394245,245.37286,79.0,11391.25,32760.0,175.934,124949.0,3.470805555555556e-05,0.0013883222222222224,0.000801073888888889,0.03204295555555556,,,,,,,,,,
70,17.39721887372434,245.403191,89.0,11391.25,32760.0,173.109,136978.0,3.8049444444444444e-05,0.0015219777777777778,0.0008391233333333334,0.03356493333333334,,,,,,,,,,
73,18.135644495487213,244.983574,83.0,11391.25,32760.0,175.794,121305.0,3.369583333333333e-05,0.0013478333333333333,0.0008728191666666667,0.03491276666666667,,,,,,,,,,
76,18.87534238770604,244.671939,80.0,11391.25,32760.0,172.625,140109.0,3.8919166666666665e-05,0.0015567666666666665,0.0009117383333333334,0.03646953333333334,,,,,,,,,,
79,19.61632794328034,244.79583,87.0,11391.25,32760.0,174.583,124618.0,3.461611111111111e-05,0.0013846444444444443,0.0009463544444444445,0.03785417777777778,,,,,,,,,,
82,20.355217561125755,244.965734,79.0,11391.25,32760.0,176.062,124941.0,3.4705833333333336e-05,0.0013882333333333334,0.000981060277777778,0.03924241111111112,,,,,,,,,,
85,21.095137897878885,245.105736,86.0,11391.25,32760.0,173.495,137440.0,3.8177777777777774e-05,0.001527111111111111,0.0010192380555555558,0.04076952222222223,,,,,,,,,,
88,21.83450506441295,245.067195,82.0,11391.25,32760.0,176.018,121306.0,3.369611111111111e-05,0.0013478444444444445,0.001052934166666667,0.04211736666666668,,,,,,,,,,
91,22.574942480772734,245.302819,84.0,11391.25,32760.0,172.196,139689.0,3.88025e-05,0.0015521,0.001091736666666667,0.04366946666666668,,,,,,,,,,
94,23.316608788445592,246.034012,88.0,11391.25,32760.0,173.433,123988.0,3.4441111111111114e-05,0.0013776444444444445,0.001126177777777778,0.04504711111111112,,,,,,,,,,
97,24.055719120427966,245.552843,79.0,11391.25,32760.0,174.778,124337.0,3.453805555555556e-05,0.0013815222222222224,0.0011607158333333336,0.046428633333333344,,,,,,,,,,
100,24.79404870979488,245.077995,89.0,11391.25,32760.0,172.503,136576.0,3.793777777777778e-05,0.001517511111111111,0.0011986536111111114,0.047946144444444457,,,,,,,,,,
103,25.53484557196498,245.203857,83.0,11391.25,32760.0,175.104,120711.0,3.3530833333333334e-05,0.0013412333333333334,0.0012321844444444447,0.04928737777777779,,,,,,,,,,
106,26.27393927425146,245.388681,80.0,11391.25,32760.0,172.063,139966.0,3.887944444444444e-05,0.0015551777777777775,0.0012710638888888892,0.050842555555555564,,,,,,,,,,
109,27.014876447618008,245.589894,87.0,11391.25,32760.0,174.657,124686.0,3.4635e-05,0.0013854000000000002,0.0013056988888888892,0.052227955555555566,,,,,,,,,,
112,27.753811728209257,244.968354,79.0,11391.25,32760.0,175.379,124264.0,3.451777777777778e-05,0.0013807111111111112,0.001340216666666667,0.05360866666666668,,,,,,,,,,
115,28.492807298898697,244.79081,86.0,11391.25,32760.0,173.634,137549.0,3.8208055555555555e-05,0.0015283222222222223,0.0013784247222222224,0.055136988888888905,,,,,,,,,,
118,29.231894770637155,244.669088,82.0,11391.25,32760.0,176.073,121395.0,3.372083333333333e-05,0.0013488333333333332,0.0014121455555555558,0.05648582222222224,,,,,,,,,,
121,29.972451208159328,245.270358,83.0,11391.25,32760.0,172.72,140269.0,3.896361111111111e-05,0.0015585444444444444,0.001451109166666667,0.05804436666666668,,,,,,,,,,
